registration_date,nationality_e,gender_e,person_birth_year,vechile_type,manufacture_year,cylinders_num,cylinder_capacity,color,business_individual,fuel_type,transmission_manual_automatic,number_of_passenger_seating_capcity,number_of_doors,empty_weight,km_driven,next_service_date,service_frequency,customer_age,customer_id,vehicle_age,churn_risk,upgrade_probability,churn_risk_predicted,upgrade_probability_predicted
17/09/2020,Emirates,MALE,1982,Light Vehicle,2017,8,4600,Black,Private,Benzene,No,7.0,4.0,2406,100000,17/03/2026 12:00,medium,43,7dbf8e1a-5b58-42d4-aad4-8b1e9f1867ee,8,0,1,0.4,0.7
21/06/2019,Emirates,MALE,1984,Light Vehicle,2020,4,2000,White,Private,Benzene,No,8.0,5.0,2480,120000,18/12/2025 12:00,low,41,a7be55ab-f33c-4382-af62-890c099f9a19,5,1,0,0.31,0.3
09/02/2021,Emirates,MALE,1984,Light Vehicle,2021,4,2000,White,Private,Benzene,Yes,5.0,4.0,1528,80000,09/08/2025 12:00,low,41,d2e0363c-4ac3-43a1-a045-55f68e4b19f5,4,1,0,0.65,0.01
05/09/2020,Emirates,MALE,1985,Light Vehicle,2011,6,4000,White,Private,Benzene,No,8.0,4.0,2200,100000,05/03/2026 12:00,high,40,600a7298-7a08-402b-a56a-7ac3734fcc03,14,0,1,0.55,1.0
01/05/2016,Emirates,MALE,1986,Light Vehicle,2010,4,2500,Black,Private,Benzene,Yes,5.0,4.0,1562,180000,28/10/2025 12:00,medium,39,61d2dcf3-2acc-49d2-bd69-60a2d67ef483,15,0,1,0.12,1.0
08/04/2021,Emirates,MALE,1987,Light Vehicle,2018,8,5700,White,Private,Benzene,No,8.0,4.0,2150,80000,06/10/2025 12:00,medium,38,94b8363e-22f7-4c49-86f7-8f41f88980ed,7,1,0,0.5,0.23
02/11/2018,Emirates,MALE,1989,Light Vehicle,2014,4,1600,Blue,Private,Benzene,Yes,5.0,4.0,1200,140000,01/05/2026 12:00,low,36,b05d3f77-2a42-47d7-923c-6f97c6b8a52c,11,1,1,0.31,1.0
15/09/2020,Emirates,MALE,1989,Light Vehicle,2014,8,5700,Golden,Private,Benzene,No,8.0,4.0,2100,100000,15/03/2026 12:00,low,36,9ba15227-19f3-4ae1-818a-bb859be4d635,11,1,1,0.47,0.98
18/04/2021,Emirates,MALE,1990,Light Vehicle,2001,6,4500,Black,Private,Benzene,No,5.0,3.0,1988,80000,16/10/2025 12:00,low,35,fa16ff02-252a-465c-b8a1-f6c350ef1a90,24,1,1,0.65,1.0
31/03/2017,Emirates,MALE,1990,Light Vehicle,2008,4,1300,White,Private,Benzene,Yes,4.0,3.0,1500,160000,27/09/2025 12:00,medium,35,fba6e63c-a665-4b0f-8b41-a2ef64bcd5ed,17,0,1,0.17,1.0
01/11/2015,Emirates,MALE,1991,Light Vehicle,2015,4,2000,Beige,Private,Benzene,Yes,8.0,5.0,1500,200000,29/04/2026 12:00,medium,34,1f059d18-c844-4ee4-a2de-efb42f005f65,10,0,1,0.05,1.0
23/08/2016,Emirates,MALE,1992,Light Vehicle,2004,3,993,Blue,Private,Benzene,No,5.0,4.0,1120,180000,19/02/2026 12:00,high,33,6a069388-4d43-4d5f-b9a1-ef088e1a296a,21,0,1,0.19,1.0
29/12/2017,Emirates,MALE,1992,Light Vehicle,2015,4,1200,Blue,Private,Benzene,Yes,5.0,4.0,1000,160000,27/06/2026 12:00,high,33,34d5249c-e044-40a6-a05c-9c1ac52824d1,10,0,1,0.28,1.0
14/10/2020,Emirates,MALE,1992,Light Vehicle,2021,4,2000,Blue,Private,Benzene,Yes,4.0,3.0,1200,100000,13/04/2026 12:00,low,33,0b9a6421-91c1-4c85-96e1-a8bcff760808,4,1,0,0.55,0.04
10/01/2021,Emirates,MALE,1993,Light Vehicle,2006,6,4000,White,Private,Benzene,Yes,7.0,5.0,1850,80000,10/07/2025 12:00,low,32,450cc18f-93dd-4760-b414-35b96bf1e98a,19,1,1,0.6,1.0
20/01/2015,Emirates,MALE,1994,Light Vehicle,2021,4,2000,Black,Private,Benzene,Yes,2.0,2.0,1900,200000,18/07/2025 12:00,low,31,93ba6d2c-e4a2-4be7-bcec-456a3456ae0b,4,1,1,0.11,0.94
16/08/2018,Emirates,MALE,1996,Light Vehicle,2020,4,2000,Black,Private,Benzene,Yes,5.0,4.0,1400,140000,12/02/2026 12:00,low,29,559a502d-9043-4995-9135-f98a43b845c5,5,1,0,0.28,0.52
11/12/2017,Emirates,MALE,1996,Light Vehicle,2021,4,2000,Black,Private,Benzene,Yes,2.0,2.0,1500,160000,09/06/2026 12:00,medium,29,42d1bfe9-7920-4f0b-9db0-6c2700c05f08,4,0,1,0.19,0.57
07/08/2016,Emirates,MALE,1997,Light Vehicle,2014,6,3000,White,Private,Benzene,No,5.0,4.0,1400,180000,03/02/2026 12:00,medium,28,4fd9b235-4179-457e-b43a-5f1dd0b38d92,11,0,1,0.1,1.0
19/11/2015,Emirates,MALE,1998,Light Vehicle,2013,4,2000,Brown,Private,Benzene,No,5.0,4.0,1650,200000,17/05/2026 12:00,low,27,1019c2e7-cda4-451f-9c4f-deb6f179623b,12,1,1,0.08,1.0
24/05/2017,Emirates,MALE,1998,Light Vehicle,2020,4,2000,Gray,Private,Benzene,Yes,5.0,4.0,1400,160000,20/11/2025 12:00,low,27,a18f466c-cde6-4622-9064-32a4a03cc277,5,1,1,0.19,0.78
26/08/2021,Emirates,MALE,2000,Light Vehicle,2001,6,4500,White,Private,Benzene,No,7.0,4.0,1800,80000,23/02/2026 12:00,high,25,dd6f7e8d-ec25-4f9b-96ff-e8c14446f79b,24,1,1,0.66,1.0
14/04/2017,Emirates,MALE,2001,Light Vehicle,2003,6,4800,White,Private,Benzene,Yes,5.0,4.0,2214,160000,11/10/2025 12:00,medium,24,c8c58e7b-6b9c-41d9-9ec3-227eb2a9913d,22,0,1,0.14,1.0
07/09/2018,Emirates,MALE,2001,Light Vehicle,2017,8,5300,Gray,Private,Benzene,Yes,8.0,4.0,2500,140000,06/03/2026 12:00,high,24,16ff4bd2-ec2e-463d-87bb-2fa9d9c3fc77,8,0,1,0.27,0.96
11/12/2019,Ethiopia,FEMALE,1984,Light Vehicle,2007,4,1300,Red,Private,Benzene,Yes,5.0,4.0,1095,120000,09/06/2026 12:00,low,41,6d81b742-5de6-40d7-84b7-f5903b88d9c6,18,1,1,0.46,1.0
04/08/2017,Ethiopia,MALE,1982,Light Vehicle,2014,4,2000,Red,Private,Benzene,Yes,5.0,4.0,1500,160000,31/01/2026 12:00,medium,43,53fe9d56-2ae0-4857-9cd2-8b4d554e149c,11,0,1,0.18,1.0
09/11/2021,France,FEMALE,1990,Light Vehicle,2018,4,2000,Silver alloy,Private,Benzene,No,5.0,4.0,1560,80000,09/05/2026 12:00,high,35,dc3c3475-1946-4663-b5b6-e342bbccad55,7,1,0,0.71,0.33
19/10/2021,France,FEMALE,1995,Light Vehicle,2015,4,2000,White,Private,Benzene,No,5.0,4.0,1499,80000,18/04/2026 12:00,medium,30,04af0013-2695-4ce4-86de-05a437395694,10,1,1,0.54,0.87
29/10/2016,France,MALE,1972,Light Vehicle,2021,4,2000,Gray,Private,Benzene,No,5.0,2.0,1884,180000,27/04/2026 12:00,medium,53,49810912-4512-41fd-8062-9e1f21962c4a,4,0,1,0.12,0.8
10/07/2018,France,MALE,1980,Light Vehicle,2013,12,6000,Blue,Private,Benzene,No,5.0,4.0,2536,140000,06/01/2026 12:00,medium,45,5ae4a67e-ec84-47d1-b16c-4279ce8db6c7,12,0,1,0.25,1.0
11/02/2017,France,MALE,1982,Light Vehicle,2018,6,4000,White,Private,Benzene,No,4.0,2.0,1900,160000,10/08/2025 12:00,high,43,759c4b02-6f55-4c51-a3ae-6e6da684c6b7,7,0,1,0.32,0.98
30/12/2016,France,MALE,1985,Light Vehicle,1968,8,5000,Red,Private,Benzene,No,5.0,2.0,1520,180000,28/06/2026 12:00,medium,40,fbf3466e-b130-404b-806a-cc4fee1c8a26,57,0,1,0.15,1.0
13/04/2015,France,MALE,1985,Motor Cycle,2004,1,950,Black,Private,Benzene,No,1.0,0.0,150,200000,09/10/2025 12:00,medium,40,9ff653f6-3bd6-41c1-883b-75a4c57068da,21,0,1,0.13,1.0
16/04/2019,Germany,MALE,1968,Light Vehicle,2015,8,4000,Red,Private,Benzene,No,5.0,4.0,1780,120000,13/10/2025 12:00,medium,57,7624b424-dc4a-4e34-8979-5074709ff7a0,10,0,1,0.4,0.98
25/07/2018,Germany,MALE,1988,Light Vehicle,2017,4,2000,Blue,Private,Benzene,No,5.0,4.0,1450,140000,21/01/2026 12:00,medium,37,2e4a0275-0fd6-42d5-a7b7-a116dd69bdc2,8,0,1,0.22,0.97
23/05/2015,Great Britain,MALE,1983,Light Vehicle,2018,4,1800,Black,Private,Benzene,No,7.0,4.0,1857,200000,18/11/2025 12:00,low,42,ad9f7a29-74d1-4b46-b277-a7400bebcbeb,7,1,1,0.08,1.0
18/12/2016,Greece,MALE,1977,Light Vehicle,2017,12,6700,Blue,Private,Benzene,No,4.0,2.0,2600,180000,16/06/2026 12:00,medium,48,b3a14a3f-e79a-4fde-853a-e15f2dce0456,8,0,1,0.13,1.0
22/05/2021,Greece,MALE,1987,Light Vehicle,2015,4,6800,White,Private,Benzene,No,4.0,2.0,1602,80000,19/11/2025 12:00,medium,38,ba04318c-6e55-4232-a37a-3967426b54ba,10,1,1,0.62,0.88
25/09/2016,India,FEMALE,1969,Light Vehicle,2020,4,2000,Gray,Private,Benzene,No,5.0,4.0,1565,180000,24/03/2026 12:00,low,56,b4142849-9db9-4acb-a0de-8ed0007efb6e,5,1,1,0.18,0.94
06/01/2016,India,FEMALE,1974,Light Vehicle,2014,8,5600,White,Private,Benzene,No,8.0,4.0,2100,180000,04/07/2025 12:00,medium,51,d37d90e4-d31b-41d8-ba34-ffb54cfe2029,11,0,1,0.11,1.0
18/06/2018,India,FEMALE,1977,Light Vehicle,2014,4,2500,Silver,Private,Benzene,Yes,5.0,4.0,1200,140000,15/12/2025 12:00,high,48,cf773b2b-0fe9-47b1-b77b-aa06fe1631c1,11,0,1,0.45,1.0
05/12/2021,India,FEMALE,1978,Light Vehicle,2017,4,1600,Silver,Private,Benzene,Yes,5.0,4.0,1200,80000,04/06/2026 12:00,high,47,989a4590-7e8b-45ba-bff3-a55f4df2db62,8,1,1,0.76,0.34
02/10/2016,India,FEMALE,1982,Light Vehicle,2012,4,1800,White,Private,Benzene,No,5.0,4.0,1100,180000,31/03/2026 12:00,medium,43,d70e9714-a439-468d-a5ed-db22f25cedb2,13,0,1,0.12,1.0
07/10/2019,India,FEMALE,1985,Light Vehicle,2018,4,2400,White,Private,Benzene,Yes,5.0,5.0,1600,120000,05/04/2026 12:00,medium,40,1ef37eaa-612a-4f75-b2b0-7c2496d1d3df,7,0,0,0.34,0.66
11/05/2020,India,FEMALE,1987,Light Vehicle,2021,4,2000,Gray,Private,Benzene,Yes,5.0,4.0,1450,100000,08/11/2025 12:00,medium,38,5cfac54c-3f9b-4456-adea-41afafdd07c8,4,0,0,0.45,0.03
19/09/2016,India,MALE,1960,Light Vehicle,2021,8,2000,White,Private,Benzene,No,7.0,4.0,2630,180000,18/03/2026 12:00,high,65,e844dfb2-60dc-444b-b0e9-2401741b92f5,4,0,1,0.18,0.81
09/02/2020,India,MALE,1962,Light Vehicle,2004,4,2000,White,Private,Benzene,No,5.0,4.0,1600,100000,08/08/2025 12:00,high,63,00e64eb5-542d-4f7a-a237-080dc8190972,21,0,1,0.69,1.0
15/08/2017,India,MALE,1962,Light Vehicle,2016,4,1500,Silver,Private,Benzene,No,5.0,4.0,1040,160000,11/02/2026 12:00,high,63,17fe7a53-0247-4b19-9345-dea5646582cf,9,0,1,0.36,0.99
18/06/2019,India,MALE,1963,Light Vehicle,2020,4,2000,White,Private,Benzene,Yes,5.0,4.0,1600,120000,15/12/2025 12:00,medium,62,4408b3c9-8f93-40c6-9f93-1095a88853fb,5,0,0,0.4,0.14
22/06/2019,India,MALE,1963,Light Vehicle,2021,4,2000,Black,Private,Benzene,No,7.0,5.0,2500,120000,19/12/2025 12:00,medium,62,02a6bfac-2191-4e47-9e64-12d552753d8b,4,0,0,0.31,0.1
24/10/2018,India,MALE,1964,Light Vehicle,2011,6,3000,Blue,Private,Benzene,No,5.0,4.0,1650,140000,22/04/2026 12:00,medium,61,50a32f10-7da1-4a1f-86f6-eabffb0f0e58,14,0,1,0.3,1.0
08/09/2015,India,MALE,1967,Light Vehicle,2007,6,3500,White,Private,Benzene,No,5.0,4.0,1900,200000,06/03/2026 12:00,medium,58,ce6f7cf2-b9b1-48a4-a904-bcdc5366b2be,18,0,1,0.09,1.0
21/11/2020,India,MALE,1967,Light Vehicle,2012,4,2500,White,Private,Benzene,No,5.0,4.0,1350,100000,21/05/2026 12:00,low,58,7fa96be0-1716-472c-bafd-777ade199082,13,1,1,0.6,1.0
07/04/2017,India,MALE,1970,Light Vehicle,2006,4,2000,Silver,Private,Benzene,No,5.0,4.0,900,160000,04/10/2025 12:00,medium,55,439e6639-13a2-4507-b948-a706b90c5f04,19,0,1,0.21,1.0
01/05/2016,India,MALE,1970,Light Vehicle,2017,4,1500,White,Private,Benzene,No,5.0,4.0,1400,180000,28/10/2025 12:00,medium,55,177d55f8-7511-4ea2-826e-832a2f997454,8,0,1,0.13,1.0
23/04/2015,India,MALE,1970,Light Vehicle,2020,6,4800,Golden,Private,Benzene,No,5.0,2.0,2000,200000,19/10/2025 12:00,medium,55,ea5bffd2-ec22-4784-b2b2-e39cc423ea10,5,0,1,0.09,0.97
24/02/2019,India,MALE,1971,Light Vehicle,2014,6,3000,Beige,Private,Benzene,No,7.0,4.0,2464,120000,23/08/2025 12:00,medium,54,7cb5bdd3-c67b-4871-8d00-72b96146e880,11,0,1,0.3,0.99
22/10/2019,India,MALE,1971,Light Vehicle,2015,6,3500,Blue,Private,Benzene,No,7.0,4.0,2131,120000,20/04/2026 12:00,medium,54,4e23f802-c1f4-4669-8ad9-d6eb168100dc,10,0,1,0.32,0.97
15/02/2015,India,MALE,1972,Light Vehicle,2015,4,2000,Black,Private,Benzene,No,5.0,4.0,1420,200000,13/08/2025 12:00,low,53,146c7113-7ce2-4ef8-92c1-0480380de873,10,1,1,0.11,1.0
20/08/2018,India,MALE,1975,Light Vehicle,2008,6,4000,Blue,Private,Benzene,No,7.0,4.0,2212,140000,16/02/2026 12:00,low,50,e47e027e-7465-4d61-946a-281a80f97e1e,17,1,1,0.29,1.0
20/08/2016,India,MALE,1976,Light Vehicle,2003,8,4300,Black,Private,Benzene,Yes,5.0,4.0,1400,180000,16/02/2026 12:00,high,49,9c4770bb-637e-400e-9cbb-bd98e835a3fa,22,0,1,0.25,1.0
24/07/2019,India,MALE,1976,Light Vehicle,2013,6,3500,White,Private,Benzene,No,5.0,4.0,2014,120000,20/01/2026 12:00,low,49,994dc8e7-1076-4f5d-af31-ff5cc3aec42d,12,1,1,0.43,1.0
28/03/2016,India,MALE,1976,Light Vehicle,2021,4,2000,Blue,Private,Benzene,Yes,5.0,4.0,1680,180000,24/09/2025 12:00,medium,49,c0b03ae0-9fce-4934-b3a1-d65e685e2e2b,4,0,1,0.12,0.72
19/11/2019,India,MALE,1976,Light Vehicle,2021,4,2000,Blue,Private,Benzene,Yes,5.0,4.0,1680,120000,18/05/2026 12:00,high,49,e006e3cf-1678-4731-babf-ba9725eab589,4,0,0,0.52,0.1
07/10/2017,India,MALE,1978,Light Vehicle,2009,4,2500,Black,Private,Benzene,Yes,5.0,4.0,1560,160000,05/04/2026 12:00,medium,47,6d7dd4c3-ca55-4223-8a52-be49b6f05ecf,16,0,1,0.18,1.0
09/08/2021,India,MALE,1979,Light Vehicle,2015,4,2500,Silver,Private,Benzene,No,5.0,4.0,1500,80000,06/02/2026 12:00,low,46,a5f4adf4-5b98-47bc-bade-1d4b6ea30386,10,1,1,0.66,0.86
22/12/2015,India,MALE,1979,Light Vehicle,2021,4,2000,Silver,Private,Benzene,No,5.0,4.0,1290,200000,19/06/2026 12:00,medium,46,385eaa44-2cf5-4487-a756-ebc709f1e0e2,4,0,1,0.07,0.94
02/06/2017,India,MALE,1980,Light Vehicle,2014,6,3500,Red,Private,Benzene,No,7.0,4.0,1800,160000,29/11/2025 12:00,medium,45,bc82c09c-29be-4119-86b0-517f295392aa,11,0,1,0.15,1.0
07/11/2015,India,MALE,1981,Light Vehicle,2018,4,2000,Black,Private,Benzene,No,5.0,4.0,1600,200000,05/05/2026 12:00,medium,44,da357d79-08da-48a6-82b3-be6d693685a7,7,0,1,0.07,1.0
06/07/2021,India,MALE,1981,Light Vehicle,2020,6,4000,Black,Private,Benzene,Yes,8.0,4.0,2250,80000,03/01/2026 12:00,high,44,a5c78e2e-de7e-44b4-a18e-b4b9bcc53d08,5,1,0,0.66,0.02
25/02/2021,India,MALE,1981,Light Vehicle,2021,4,2000,Black,Private,Benzene,No,8.0,5.0,2760,80000,25/08/2025 12:00,high,44,de681470-72f0-4240-9673-45b1c36eda40,4,1,0,0.6,0.02
10/11/2016,India,MALE,1982,Light Vehicle,2014,4,2500,Gray,Private,Benzene,Yes,5.0,4.0,2322,180000,09/05/2026 12:00,high,43,c3ed4c15-c6d9-453b-baac-9e706d93ac12,11,0,1,0.18,1.0
03/09/2019,India,MALE,1982,Light Vehicle,2018,4,2500,White,Private,Benzene,Yes,5.0,4.0,1300,120000,02/03/2026 12:00,high,43,6ab06c62-9454-413a-b5ad-66b9adb6d7a0,7,0,0,0.52,0.68
12/10/2020,India,MALE,1982,Light Vehicle,2018,4,3000,Blue,Private,Benzene,Yes,5.0,4.0,1400,100000,11/04/2026 12:00,high,43,1a95261a-bbf3-4ca6-bf03-f251579cbf5e,7,0,0,0.63,0.41
02/12/2018,India,MALE,1982,Light Vehicle,2021,4,2000,White,Private,Benzene,Yes,5.0,4.0,2100,140000,31/05/2026 12:00,high,43,57ffac8d-aee7-4d83-90a4-43ba33531a15,4,0,0,0.36,0.28
07/10/2018,India,MALE,1983,Light Vehicle,2009,6,4000,White,Private,Benzene,Yes,8.0,4.0,1800,140000,05/04/2026 12:00,medium,42,1a336623-bf8a-4cd2-baad-44383fa4dc7f,16,0,1,0.21,1.0
01/10/2016,India,MALE,1983,Light Vehicle,2015,4,2500,Silver,Private,Benzene,No,5.0,4.0,1400,180000,30/03/2026 12:00,high,42,39668029-83a4-4c43-b8d6-751249bf9352,10,0,1,0.2,1.0
15/09/2015,India,MALE,1983,Light Vehicle,2015,4,2700,White,Private,Benzene,Yes,8.0,5.0,1775,200000,13/03/2026 12:00,medium,42,0f9cf41a-5889-4ac8-9db5-34d98f7990a1,10,0,1,0.05,1.0
21/04/2021,India,MALE,1983,Light Vehicle,2015,6,3600,Silver,Private,Benzene,Yes,5.0,4.0,1452,80000,19/10/2025 12:00,low,42,80dfdec8-75e7-426e-a623-1632d13de4d9,10,1,1,0.67,0.77
30/04/2021,India,MALE,1983,Light Vehicle,2020,4,2000,Black,Private,Benzene,Yes,5.0,4.0,1246,80000,28/10/2025 12:00,medium,42,bc5879fb-7b25-4ae7-8ab1-4cfb58b5840e,5,1,0,0.57,0.02
21/06/2019,India,MALE,1983,Light Vehicle,2020,4,2000,Gray,Private,Benzene,Yes,5.0,4.0,1099,120000,18/12/2025 12:00,medium,42,fc0831d0-1ef4-4c4a-b7ef-442cf9cc359f,5,0,0,0.35,0.18
28/05/2017,India,MALE,1984,Light Vehicle,2017,4,2000,Blue,Private,Benzene,Yes,5.0,4.0,1398,160000,24/11/2025 12:00,high,41,68e6ea44-adce-4095-917a-a28662c0b685,8,0,1,0.28,0.98
25/06/2017,India,MALE,1984,Light Vehicle,2021,4,2000,White,Private,Benzene,No,5.0,5.0,1800,160000,22/12/2025 12:00,high,41,2771ea00-a87d-4c89-8cbd-caf33dfc1593,4,0,1,0.25,0.74
02/02/2020,India,MALE,1985,Light Vehicle,2016,6,3500,Blue,Private,Benzene,Yes,5.0,4.0,1621,100000,01/08/2025 12:00,high,40,39ed265d-c4ac-4f50-8b34-ef0e6e8a99d8,9,0,1,0.62,0.84
21/04/2021,India,MALE,1986,Light Vehicle,2014,4,2000,Silver,Private,Benzene,Yes,5.0,4.0,1350,80000,19/10/2025 12:00,high,39,a7af1438-bdaf-47d5-9011-3e9da6a9f225,11,1,1,0.72,0.91
24/03/2021,India,MALE,1986,Light Vehicle,2017,4,1500,White,Private,Benzene,No,7.0,4.0,1600,80000,21/09/2025 12:00,high,39,5b01c78a-5b4b-43bb-9dd0-358b1512f55e,8,1,1,0.65,0.47
01/07/2020,India,MALE,1987,Light Vehicle,2017,4,1600,White,Private,Benzene,No,5.0,4.0,1150,100000,29/12/2025 12:00,high,38,fff9e719-14b9-4bbb-a8a6-cfcccb0b0989,8,0,1,0.6,0.78
15/07/2019,India,MALE,1987,Light Vehicle,2020,4,2000,Gray,Private,Benzene,Yes,5.0,4.0,1099,120000,11/01/2026 12:00,high,38,c97d0276-7984-4b4f-a3ac-b095f25edbef,5,0,0,0.5,0.25
22/08/2015,India,MALE,1987,Light Vehicle,2021,4,2000,Blue,Private,Benzene,Yes,7.0,4.0,1890,200000,17/02/2026 12:00,high,38,ae88d1b2-337f-4d70-aa2c-df2a1ed78f17,4,0,1,0.1,0.92
22/02/2016,India,MALE,1987,Motor Cycle,2015,2,950,Blue,Private,Benzene,No,2.0,0.0,210,180000,20/08/2025 12:00,medium,38,595cd15c-625f-48ed-bde4-f0dca6264d88,10,0,1,0.16,1.0
25/04/2021,India,MALE,1987,Motor Cycle,2015,2,950,Blue,Private,Benzene,Yes,2.0,0.0,210,80000,23/10/2025 12:00,high,38,f4c8c1a4-11dd-40ed-8bea-1295d7d472b3,10,1,1,0.8,0.77
08/04/2019,India,MALE,1988,Light Vehicle,2008,4,2000,Gray,Private,Benzene,Yes,7.0,4.0,2000,120000,05/10/2025 12:00,medium,37,9475a380-192d-433e-aae6-3027086be154,17,0,1,0.27,1.0
26/01/2015,India,MALE,1988,Light Vehicle,2009,4,2300,Silver,Private,Benzene,Yes,5.0,4.0,1200,200000,24/07/2025 12:00,medium,37,18906c1a-1430-4d3d-8527-52e1cad11cbf,16,0,1,0.07,1.0
09/10/2015,India,MALE,1988,Light Vehicle,2015,6,2500,Black,Private,Benzene,Yes,5.0,4.0,1200,200000,06/04/2026 12:00,medium,37,3ed40f18-c513-492e-aae6-07b574b406dd,10,0,1,0.07,1.0
13/09/2019,India,MALE,1989,Light Vehicle,2011,6,3500,Black,Private,Benzene,Yes,5.0,4.0,1750,120000,12/03/2026 12:00,high,36,b85f4cd4-4485-47ad-90b8-10d3096d10c9,14,0,1,0.49,1.0
15/01/2015,India,MALE,1989,Light Vehicle,2020,4,2000,Blue,Private,Benzene,Yes,5.0,4.0,1440,200000,13/07/2025 12:00,medium,36,ad5508b4-2211-45be-9973-f7541c9bae5f,5,0,1,0.07,0.96
20/02/2016,India,MALE,1989,Light Vehicle,2021,4,2000,Blue,Private,Benzene,Yes,5.0,4.0,1100,180000,18/08/2025 12:00,medium,36,4dca1a63-6a07-4121-9f80-f0e5660d8eaf,4,0,1,0.11,0.76
20/11/2018,India,MALE,1991,Light Vehicle,2008,4,1600,White,Private,Benzene,No,5.0,4.0,1214,140000,19/05/2026 12:00,high,34,dd8e9c27-64b6-41f6-b5cb-5faa0c1bb2d4,17,0,1,0.36,1.0
20/11/2019,India,MALE,1991,Light Vehicle,2015,6,3700,White,Private,Benzene,Yes,5.0,4.0,1500,120000,19/05/2026 12:00,low,34,04c794e4-c8a9-466d-ac55-c7b19ff468fb,10,1,1,0.41,0.98
12/08/2019,India,MALE,1992,Light Vehicle,2012,4,1600,Green,Private,Benzene,Yes,5.0,4.0,1023,120000,08/02/2026 12:00,low,33,7ac2679e-28f9-42c3-9537-fbc5c1d193e0,13,1,1,0.4,1.0
13/08/2016,India,MALE,1992,Light Vehicle,2013,6,3500,Black,Private,Benzene,Yes,5.0,4.0,1710,180000,09/02/2026 12:00,high,33,c81cf05c-e9fb-4963-9b7c-cebb617a8e8b,12,0,1,0.18,1.0
28/12/2019,India,MALE,1992,Light Vehicle,2020,4,2000,Silver,Private,Benzene,Yes,5.0,4.0,1761,120000,26/06/2026 12:00,high,33,0b80db6a-ef3f-422d-ab67-ca447f766d46,5,0,0,0.45,0.27
18/09/2016,India,MALE,1993,Light Vehicle,2008,4,2500,Silver,Private,Benzene,Yes,5.0,4.0,1200,180000,17/03/2026 12:00,low,32,3fd4c36f-dfc5-42ab-a546-f081d89e8041,17,1,1,0.14,1.0
20/04/2017,India,MALE,1993,Light Vehicle,2015,4,1600,Gray,Private,Benzene,No,5.0,4.0,1800,160000,17/10/2025 12:00,medium,32,733e566c-2653-48f0-9438-e27efa5e7bec,10,0,1,0.13,1.0
30/03/2020,India,MALE,1993,Light Vehicle,2015,4,3500,White,Private,Benzene,Yes,5.0,5.0,1100,100000,27/09/2025 12:00,high,32,3360ba8b-7629-48a2-a4ea-c319c078d08d,10,0,1,0.61,0.94
05/08/2019,India,MALE,1994,Light Vehicle,2011,6,3600,White,Private,Benzene,No,5.0,4.0,2114,120000,01/02/2026 12:00,high,31,a158ed12-3f0b-45a2-8e36-3c4f9cc57fac,14,0,1,0.44,1.0
17/12/2020,India,MALE,1994,Light Vehicle,2021,4,2000,Red,Private,Benzene,Yes,5.0,4.0,1542,100000,16/06/2026 12:00,medium,31,c8c60e3b-f7ba-4735-9ec7-c60114cf1531,4,0,0,0.4,0.03
27/08/2019,India,MALE,1996,Light Vehicle,2009,4,2000,Black,Private,Benzene,Yes,2.0,2.0,1600,120000,23/02/2026 12:00,medium,29,59ebc882-3626-43f4-a9a4-61f38c8d9521,16,0,1,0.36,1.0
26/12/2018,India,MALE,1998,Light Vehicle,2016,5,2500,Lead,Private,Benzene,Yes,5.0,4.0,1295,140000,24/06/2026 12:00,medium,27,f6899f37-f0b7-49eb-83b2-57b5bd782160,9,0,1,0.21,0.98
17/09/2015,Indonesia,MALE,1977,Light Vehicle,2019,6,3000,Gray,Private,Benzene,No,7.0,4.0,1600,200000,15/03/2026 12:00,medium,48,598a7750-2a58-4562-aa8e-8f331c852e48,6,0,1,0.06,0.99
15/08/2017,Indonesia,MALE,1985,Light Vehicle,2008,6,3000,White,Private,Benzene,Yes,7.0,4.0,1500,160000,11/02/2026 12:00,medium,40,dff41d27-074d-4d15-b401-09fec5a44664,17,0,1,0.15,1.0
23/11/2016,Iran,FEMALE,1959,Light Vehicle,2020,4,2000,White,Private,Benzene,No,5.0,5.0,1375,180000,22/05/2026 12:00,medium,66,16adeefb-bd39-4961-940b-f15a0067e4ba,5,0,1,0.15,0.92
07/10/2016,Iran,FEMALE,1966,Light Vehicle,2013,4,2500,White,Private,Benzene,Yes,5.0,4.0,1450,180000,05/04/2026 12:00,high,59,5c9d06c5-cc83-4194-bda5-87267e6449d9,12,0,1,0.26,1.0
12/11/2021,Iran,FEMALE,1992,Light Vehicle,1990,6,4800,White,Private,Benzene,Yes,5.0,2.0,1800,80000,12/05/2026 12:00,high,33,65bc307c-690a-43ab-88c2-dc5e860f4025,35,1,1,0.75,1.0
25/10/2017,Iran,MALE,1959,Light Vehicle,2021,4,1998,White,Private,Benzene,No,5.0,4.0,1795,160000,23/04/2026 12:00,medium,66,3850b6c5-b09f-45d8-819e-014dd6f2edb9,4,0,1,0.2,0.54
07/04/2021,Iran,MALE,1967,Light Vehicle,2016,6,3600,Blue,Private,Benzene,Yes,5.0,4.0,1450,80000,05/10/2025 12:00,low,58,414a3ec5-5fe5-4d2b-bb88-872954e7f4c9,9,1,1,0.72,0.5
